mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
215,Mighty Joe Young,,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",6.643778,United States of America,1998-12-25,0,114.0,Kiswahili,5.9,208,Action,Adventure,Family,gorilla,dying and death,
224,The Lion King,http://movies.disney.com/the-lion-king,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,90.457886,United States of America,1994-06-23,788241776,89.0,English,8.0,5376,Family,Animation,Drama,loss of parents,wild boar,uncle
228,X-Men,,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",4.66891,United States of America,2000-07-13,296339527,104.0,English,6.8,4097,Adventure,Action,Science Fiction,mutant,marvel comic,superhero
230,Ice Age: The Meltdown,http://www.iceagemovies.com/films/ice-age-the-meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",85.115058,United States of America,2006-03-23,660940780,91.0,English,6.5,2951,Animation,Family,Comedy,mammoth,sloth,ice age
234,Inspector Gadget,,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",17.561955,United States of America,1999-07-23,0,78.0,English,4.3,318,Action,Adventure,Comedy,gadget,,
250,Cars,http://disney.go.com/disneyvideos/animatedfilms/cars/,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",82.643036,United States of America,2006-06-08,461983149,117.0,English,6.6,3877,Animation,Adventure,Comedy,car race,car journey,village and town
270,The Finest Hours,https://www.facebook.com/thefinesthoursmovie,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,28.223664,United States of America,2016-01-25,52099090,114.0,English,6.3,588,Action,Drama,History,coast guard,based on true story,survival
276,The Santa Clause 2,,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",14.646884,United States of America,2002-10-31,172855065,104.0,English,5.5,297,Fantasy,Comedy,Family,holiday,christmas party,home
288,Annie,,"Ever since her parents left her as a baby, little Annie has led a hard-knock life with her calculating foster mother, Miss Hannigan. However, all that changes when hard-nosed billionaire and mayoral candidate Will Stacks takes her in on the recommendation of his advisers. Stacks believes that he's Annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that Annie will save Will instead.",33.439187,United States of America,2014-12-19,133821816,119.0,English,6.0,466,Comedy,Drama,Family,musical,orphan,foster child
303,Chicken Little,http://movies.disney.com/chicken-little,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",47.973995,United States of America,2005-11-04,314432665,81.0,English,5.6,944,Animation,Family,Comedy,fish,small town,space marine
307,Cheaper by the Dozen 2,,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,",18.831023,United States of America,2005-12-21,129181830,94.0,English,5.7,526,Comedy,,,holiday,lake,big family
312,The Shaggy Dog,http://movies.disney.com/the-shaggy-dog-2006,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,4.280619,United States of America,2006-03-09,61112916,98.0,English,4.5,137,Comedy,Family,,father son relationship,parents kids relationship,workaholic
323,My Favorite Martian,,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",6.80692,United States of America,1999-02-11,36850101,94.0,English,5.1,80,Comedy,Drama,Family,alien,martian,based on tv series
330,Garfield: A Tail of Two Kitties,,"Garfield is back and this time Garfield and his canine sidekick Odie follows their owner, Jon Arbuckle, to England, the U.K. may never recover, as Garfield is mistaken for a look-alike, regal cat who has inherited a castle.",16.930969,United Kingdom,2006-06-15,141702264,78.0,English,5.1,464,Animation,Comedy,Family,london england,cat,mistake in person
341,Red Tails,http://www.redtails2012.com/,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",12.29603,United States of America,2012-01-19,50365377,125.0,English,5.9,178,Drama,Action,Adventure,world war ii,fighter pilot,fighter plane
342,The Pacifier,http://movies.disney.com/the-pacifier,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,35.4763,Canada,2005-03-04,113006880,95.0,English,5.8,842,Action,Comedy,Drama,bodybuilder,children,body guard
344,Alvin and the Chipmunks,http://www.chipmunks.com,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",47.336034,United States of America,2007-12-13,361366633,92.0,English,5.5,1177,Comedy,Music,Family,pop,pop star,record producer
345,Pocahontas,,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",47.845589,United States of America,1995-06-14,346079773,81.0,English,6.7,1457,Adventure,Animation,Drama,culture clash,settler,forbidden love
348,George of the Jungle,,"Baby George got into a plane crash in a jungle, stayed alive and was adopted by a wise ape. Ursula Stanhope, US noble woman is saved from death on safari by grown-up George, and he takes her to jungle to live with him. He slowly learns a rules of human relationships, while Ursula's lover Lyle is looking for her and the one who took her. After they are found, Ursula takes George to the USA.",22.573237,United States of America,1997-07-15,0,92.0,English,5.4,496,Adventure,Comedy,Family,africa,san francisco,gorilla
361,Muppets Most Wanted,,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",14.808304,United States of America,2014-03-20,80383290,112.0,Deutsch,6.2,316,Comedy,Adventure,Crime,musical,the muppets,
365,Anastasia,,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",45.565918,United States of America,1997-11-20,139804348,94.0,English,7.4,1432,Animation,Family,,tzar,musical,russian revolution
378,Into the Woods,http://movies.disney.com/into-the-woods/,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",65.90161,United States of America,2014-12-25,212902372,125.0,English,5.6,1652,Fantasy,Comedy,Music,witch,cinderella,prince
382,Garfield,,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",17.667826,United States of America,2004-06-10,200804534,80.0,English,5.2,820,Animation,Comedy,Family,competition,moderator,lasagne
384,Race to Witch Mountain,,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",23.935053,United States of America,2009-03-12,106303988,98.0,English,5.5,509,Adventure,Family,Fantasy,spacecraft,laser,teleportation
389,The Book of Life,http://www.bookoflifemovie.com/,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",34.890999,Mexico,2014-10-01,97437106,95.0,English,7.3,755,Romance,Animation,Adventure,love triangle,afterlife,day of the dead
403,Man of the House,,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,6.004422,United States of America,2005-02-25,0,100.0,English,5.4,120,Comedy,Action,,,,
405,Baby's Day Out,,"Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",21.312186,United States of America,1994-07-01,16671505,99.0,English,5.8,274,Action,Adventure,Comedy,baby,hoodlum,lost child
416,Journey to the Center of the Earth,,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",53.090422,United States of America,2008-07-10,101702060,93.0,English,5.8,1309,Action,Science Fiction,Adventure,volcano,prehistoric,dinosaur
417,The Princess Diaries 2: Royal Engagement,,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",30.002907,United States of America,2004-08-06,95149435,113.0,English,6.0,697,Comedy,Drama,Family,coronation,duty,marriage
424,The Muppets,http://disney.go.com/muppets/,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",17.047276,United States of America,2011-11-22,165184237,103.0,English,6.5,501,Comedy,Family,Music,musical,the muppets,robot
427,A Bug's Life,http://movies.disney.com/a-bugs-life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",87.350802,United States of America,1998-11-25,363258859,95.0,English,6.8,2303,Adventure,Animation,Comedy,winter,fight,ant
439,Pinocchio,,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",46.007991,United States of America,1940-02-23,84300000,88.0,English,6.9,1355,Animation,Family,,italy,lie,magic
447,The Big Year,,"Three fanatical bird-watchers spend an entire year competing to spot the highest number of species as El Nino sends an extraordinary variety of rare breeds flying up into the U.S., but they quickly discover that there are more important things than coming out on top of the competition",9.419726,United States of America,2011-10-13,7448385,100.0,English,5.6,248,Comedy,,,helicopter,based on novel,honeymoon
456,Eight Below,,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",24.287306,United States of America,2006-02-17,120455994,120.0,English,6.7,542,Adventure,Drama,Family,expedition,pilot,survival
470,The Odd Life of Timothy Green,http://disney.go.com/disneypictures/the-odd-life-of-timothy-green/,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",16.394452,United States of America,2012-08-15,51854875,105.0,English,6.5,386,Fantasy,Drama,Comedy,green,dodgeball,incredibile
480,Fantastic Mr. Fox,http://www.foxsearchlight.com/fantasticmrfox/,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",41.258956,United States of America,2009-10-23,46471023,87.0,English,7.5,1176,Adventure,Animation,Comedy,fox,tree,peasant
490,Frankenweenie,http://movies.disney.com/frankenweenie-2012,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",27.908783,United States of America,2012-10-04,35287788,87.0,English,6.6,932,Animation,Comedy,Family,shyness,stop motion,black and white
515,Sky High,http://disney.go.com/disneypictures/skyhigh/,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",11.041659,United States of America,2005-07-29,86369815,100.0,English,5.8,550,Adventure,Comedy,Family,hero,loyalty,mockery
518,Secretariat,http://disney.go.com/disneypictures/secretariat/,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",9.525037,United States of America,2010-08-20,60251371,123.0,English,6.8,103,Drama,,,horse race,horseback riding,biography
519,Saving Mr. Banks,,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,31.957947,Australia,2013-11-16,112544580,125.0,English,7.3,1226,Comedy,Drama,History,biography,animation,writer
528,Valiant,,"The animated comedy tells the story of a lowly wood pigeon named Valiant, who overcomes his small size to become a hero in Great Britain's Royal Air Force Homing Pigeon Service during World War II. The RHPS advanced the Allied cause by flying vital messages about enemy movements across the English Channel, whilst evading brutal attacks by the enemy's Falcon Brigade.",14.051852,United Kingdom,2005-03-25,19478106,76.0,English,5.2,235,Animation,Family,Adventure,animation,animal,3d
547,Mr. Holland's Opus,,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",6.775294,United States of America,1995-12-29,106269971,137.0,English,6.9,113,Music,Drama,Family,composer,mentor,deaf-mute
552,Toy Story,http://toystory.disney.com/toy-story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",73.640445,United States of America,1995-10-30,373554033,81.0,English,7.7,5269,Animation,Comedy,Family,jealousy,toy,boy
554,Remember the Titans,http://movies.disney.com/remember-the-titans,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",25.996219,United States of America,2000-09-29,136706683,113.0,English,7.4,821,Drama,,,ku klux klan,american football,trainer
556,The Princess Diaries,,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",40.176265,United States of America,2001-08-03,165335153,115.0,English,6.5,1023,Comedy,Family,Romance,heir to the throne,grandmother granddaughter relationship,high school
571,Glory Road,,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",8.305085,United States of America,2006-01-13,42647449,118.0,English,7.2,144,Drama,,,basketball,racial segregation,teachers and students
579,Winnie the Pooh,http://disney.go.com/pooh/home/,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",19.143721,United States of America,2011-04-13,14460000,63.0,English,6.8,258,Animation,Family,,owl,tiger,aftercreditsstinger
599,Miracle,,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!",7.534003,United States of America,2004-02-06,64445708,135.0,English,7.0,159,Drama,History,,olympic games,sport,ice hockey
601,Hocus Pocus,,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",18.650748,United States of America,1993-07-16,39514713,96.0,English,6.4,471,Comedy,Family,Fantasy,witch,halloween,salem
604,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-day/,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",22.14595,United States of America,2014-10-08,100654149,81.0,English,6.1,493,Family,Comedy,,based on novel,job interview,bad luck
614,Return to Oz,http://movies.disney.com/return-to-oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",5.650125,United Kingdom,1985-06-21,11137801,109.0,English,6.7,120,Adventure,Family,Fantasy,wizard of oz,,
620,Freaky Friday,,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",24.345651,United States of America,2003-08-03,110230332,97.0,普通话,6.0,879,Comedy,,,single parent,brother sister relationship,mistake in person
629,Mrs. Doubtfire,,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",30.884535,United States of America,1993-11-24,441286195,125.0,English,7.0,1591,Comedy,Drama,Family,san francisco,parents kids relationship,restaurant
656,Ice Princess,,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",13.288177,United States of America,2005-03-17,27645491,98.0,English,5.9,185,Drama,Comedy,Family,sport,figure skating,teenage girl
657,Eddie the Eagle,http://www.foxmovies.com/movies/eddie-the-eagle,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",29.365851,Germany,2016-02-26,46152800,106.0,English,7.2,661,Comedy,Drama,History,underdog,olympic games,ski jump
663,The Greatest Game Ever Played,,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",7.538513,United States of America,2005-09-30,15431177,120.0,English,6.9,110,Drama,Family,,sport,,
683,Meet the Deedles,,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,2.353441,special,1998-03-27,4562146,93.0,English,4.1,19,Animation,Comedy,Family,,,
696,The Santa Clause,,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",16.234053,United States of America,1994-11-10,189833357,97.0,English,6.3,489,Fantasy,Drama,Comedy,holiday,christmas party,santa claus
697,The Rookie,,"Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go.",11.263361,United States of America,2002-03-25,75597042,127.0,English,6.5,110,Drama,Family,,father son relationship,baseball,sports team
698,The Game Plan,http://movies.disney.com/the-game-plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",20.699212,United States of America,2007-09-28,147880543,110.0,English,6.0,428,Comedy,Family,,american football,bachelor,sports team
720,Home Alone 2: Lost in New York,,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",81.487685,United States of America,1992-11-19,358991681,120.0,English,6.3,2395,Comedy,Family,Adventure,holiday,new york,new york city
722,Beverly Hills Chihuahua,,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",12.25264,United States of America,2008-10-03,149281606,91.0,English,4.9,209,Adventure,Comedy,Family,dog dirt,chihuahua,pinata
727,Holes,,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",22.001408,United States of America,2003-04-18,0,117.0,English,6.7,383,Adventure,Family,Drama,curse,suitor,false accusations
728,The Last Song,,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",23.139971,United States of America,2010-03-31,0,107.0,English,6.9,923,Drama,Family,Romance,brother sister relationship,new love,daughter
731,The Jungle Book 2,,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",19.819893,Australia,2003-02-07,135680000,72.0,English,5.6,269,Family,Animation,Adventure,river,musical,tiger
733,The Tigger Movie,http://www.tigger.com,"As it happens, everybody - Pooh, Piglet, Eeyore, Roo, Rabbit, Owl - is busy preparing a suitable winter home for Eeyore. When everything they do seems to get undone by Tigger's exuberant bouncing, Rabbit suggest Tigger go outside and find other tiggers to bounce with - a notion Tigger finds ridiculous because, after all, he's ""the onliest one"" Or is he?",9.829859,United States of America,2000-02-11,45554533,77.0,English,6.3,143,Animation,Family,,owl,donkey,tiger
737,The Black Hole,,"The explorer craft U.S.S. Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the magnificent U.S.S. Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, Maximillian. But the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",8.265317,United States of America,1979-12-18,35841901,98.0,English,6.1,131,Adventure,Family,Science Fiction,killer robot,space marine,ghost ship
747,You Again,,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",19.962713,United States of America,2010-09-24,32005248,105.0,English,6.0,368,Comedy,Romance,,brother sister relationship,marriage,bully
755,Pooh's Heffalump Movie,,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",9.03154,United States of America,2005-02-11,0,68.0,English,6.4,88,Animation,Family,,,,
757,The Country Bears,http://movies.disney.com/the-country-bears,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",6.908351,United States of America,2002-07-26,0,88.0,English,4.3,20,Adventure,Comedy,Family,human animal relationship,musical,clowning
791,Diary of a Wimpy Kid: Rodrick Rules,http://www.diaryofawimpykidmovie.com/,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",14.329891,United States of America,2011-03-25,72417394,99.0,English,6.3,238,Family,Comedy,,based on novel,middle school,
818,"McFarland, USA",,A track coach in a small California town transforms a team of athletes into championship contenders.,14.023082,United States of America,2015-02-20,45710059,128.0,English,7.4,213,Drama,,,california,small town,coach
837,Home Alone,https://www.foxconnect.com/home-alone-4.html,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",2.186927,United States of America,1990-11-09,476684675,103.0,English,7.1,2414,Comedy,Family,,holiday,burglar,home invasion
838,Three Men and a Baby,,Three bachelors find themselves forced to take care of a baby left by one of the guy's girlfriends.,12.335827,United States of America,1987-11-27,0,102.0,English,5.8,253,Family,Comedy,Drama,baby,roommate,bachelor
844,The Lizzie McGuire Movie,http://disneydvd.disney.go.com/the-lizzie-mcguire-movie.html,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy.",11.927667,United States of America,2003-04-25,55534455,94.0,Italiano,5.7,280,Family,Comedy,,,,
848,The Princess Bride,,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",44.533612,United States of America,1987-09-18,30857814,98.0,English,7.6,1486,Adventure,Family,Fantasy,swashbuckler,evil prince,reference to socrates
850,Confessions of a Teenage Drama Queen,,"When the teenager Mary Elizabeth Steppe, a.k.a. Lola, moves with her mother and two younger twin sisters from New York to the suburb of Dellwood, New Jersey, she has the feeling that her cultural and entertaining world ended. While in school, the displaced Lola becomes close friend of the unpopular Ella, who is also a great fan of the her favorite rock band Sidarthur. However, the most popular girl in the school, Carla Santini, disputes the lead role in an adaptation of Pygmalion with Lola and also the leadership of their mates. When the last concert of Sidarthur is sold-out, Lola plans with Ella to travel to New York and buy the tickets from scalpers. However, the girls get into trouble while helping the lead singer and Lola's idol Stu Wolf, changing their lives forever.",7.424798,Germany,2004-02-17,29331068,89.0,English,5.1,221,Comedy,,,rock star,spotlight,high school
