mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
335,Supernova,,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.",5.762037,Switzerland,2000-01-14,14828081,91.0,English,4.9,109,Horror,Science Fiction,Thriller,black people,starships,future
343,Walking Tall,,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",23.438398,United States of America,2004-04-02,57223890,86.0,English,6.0,381,Adventure,Drama,Action,casino,sheriff,home
350,Crimson Tide,,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",20.334629,United States of America,1995-05-12,157387195,116.0,English,7.0,498,Action,Thriller,Drama,submarine,mutiny,russia
371,The Thin Red Line,,"Based on the graphic novel by James Jones, The Thin Red Line tells the story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived. A powerful frontline cast - including Sean Penn, Nick Nolte, Woody Harrelson and George Clooney - explodes into action in this hauntingly realistic view of military and moral chaos in the Pacific during World War II.",40.072583,Canada,1998-12-25,98126565,170.0,English,7.2,771,Drama,History,War,based on novel,japanese,world war ii
374,Shrek,http://www.shrek.com/,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",67.298732,United States of America,2001-05-16,484409218,90.0,English,7.3,4056,Adventure,Animation,Comedy,magic,liberation,lordship
387,Hansel & Gretel: Witch Hunters,http://www.hanselandgretelmovie.com/,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",53.02787,United States of America,2013-01-17,224803475,88.0,English,5.7,3239,Fantasy,Horror,Action,witch,black magic,steampunk
388,Unfaithful,,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",14.382253,United States of America,2002-05-10,119137784,124.0,English,6.3,276,Thriller,Drama,,adultery,infidelity,eroticism
390,The Game,,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",62.925175,United States of America,1997-09-12,109423648,129.0,广州话 / 廣州話,7.5,1506,Drama,Thriller,Mystery,brother brother relationship,birthday,danger of life
392,The Judge,http://thejudgemovie.com/,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",42.472324,United States of America,2014-10-08,83719388,141.0,English,7.2,1417,Drama,,,father son relationship,judge,lawyer
394,Resident Evil: Apocalypse,,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",29.880122,United Kingdom,2004-09-10,129394835,94.0,English,6.1,1267,Horror,Action,Science Fiction,martial arts,mutant,dystopia
399,The Host,,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",42.933027,United States of America,2013-03-22,63327201,125.0,English,6.0,1817,Action,Adventure,Romance,based on novel,mass murder,dystopia
413,Happily N'Ever After,http://www.happilyneverafterthefilm.com/,"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",10.410933,Germany,2006-09-14,38085778,75.0,English,4.6,104,Animation,Comedy,Family,dwarves,cinderella,wolf
414,My Best Friend's Wedding,,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",15.401855,United States of America,1997-06-19,299288605,105.0,English,6.3,584,Comedy,Romance,,karaoke,marriage proposal,new love
422,Prisoners,http://prisonersmovie.warnerbros.com/,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",88.496873,United States of America,2013-09-18,122126687,153.0,English,7.9,3085,Drama,Thriller,Crime,pennsylvania,kidnapping,maze
426,Coyote Ugly,,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",26.79781,United States of America,2000-07-30,113916474,100.0,English,5.8,575,Comedy,,,bar,musical,beautiful woman
430,Resident Evil: Extinction,http://www.sonypictures.com/movies/residentevilextinction/index.html,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",12.06538,Australia,2007-09-20,148412065,94.0,English,6.1,1292,Horror,Action,Science Fiction,clone,mutant,post-apocalyptic
432,The Indian in the Cupboard,,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,11.095914,United States of America,1995-07-14,0,96.0,English,5.9,134,Adventure,Family,Fantasy,cupboard,games,puppet
435,Revolutionary Road,,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,20.360549,United Kingdom,2008-12-19,75225693,119.0,English,6.7,796,Drama,Romance,,adultery,jealousy,infidelity
440,Underworld: Evolution,http://www.sonypictures.com/movies/underworldawakening/,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",49.020045,United States of America,2006-01-12,111340801,106.0,English,6.4,1528,Fantasy,Action,Science Fiction,budapest,key,vampire
441,Victor Frankenstein,http://www.foxmovies.com/movies/victor-frankenstein,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,24.821138,United Kingdom,2015-11-10,34227298,109.0,English,5.6,685,Drama,Science Fiction,Thriller,london england,human experimentation,frankenstein
446,The Interview,,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",74.168016,United States of America,2014-12-25,12342632,112.0,한국어/조선말,6.1,2304,Action,Comedy,,cia,coup d'etat,north korea
458,Vantage Point,http://www.vantagepoint-movie.com/index.php,The attempted assassination of the American President is told and re-told from several different perspectives.,24.862767,United States of America,2008-02-01,151161491,90.0,Español,6.2,716,Drama,Action,Thriller,bomb,terror,spain
459,The Mexican,,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",21.021809,Mexico,2001-03-01,147845033,123.0,English,5.8,441,Action,Comedy,Crime,kidnapping,pistol,
474,The Guilt Trip,,An inventor and his mom hit the road together so he can sell his latest invention.,15.283444,United States of America,2012-12-19,41863726,95.0,English,5.4,284,Comedy,,,inventor,road trip,guilt
475,Hanging Up,,"A trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",3.415534,Germany,2000-02-16,36037909,94.0,Pусский,5.0,40,Comedy,Drama,,sister sister relationship,cheating,amnesia
491,Grudge Match,,A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match.,21.362949,United States of America,2013-12-25,44907260,113.0,English,6.0,433,Comedy,,,father son relationship,sport,rivalry
492,Sweet Home Alabama,,"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",18.256028,United States of America,2002-09-26,180622424,108.0,English,6.0,394,Comedy,Romance,,new york,marriage proposal,alabama
495,Star Trek: Generations,,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,14.779041,United States of America,1994-11-17,120000000,118.0,English,6.4,452,Science Fiction,Action,Adventure,based on tv series,death,exploding planet
499,Switchback,,FBI agent Dennis Quaid tries to catch a serial killer who kidnapped his son.,4.131546,United States of America,1997-10-31,6482195,118.0,English,5.8,52,Action,Adventure,Mystery,loss of son,serial killer,train
501,The Express,,"Based on the incredible true story, The Express follows the inspirational life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",3.87823,Germany,2008-10-10,9793496,130.0,English,7.1,71,Drama,,,american football,college,biography
502,What to Expect When You're Expecting,http://whattoexpectthefilm.com/,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",27.009723,United States of America,2012-05-17,79700000,110.0,English,5.8,594,Romance,Comedy,Drama,based on novel,adoption,pregnant
508,Gattaca,,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",70.398356,United States of America,1997-09-07,12532777,106.0,English,7.5,1808,Thriller,Science Fiction,Mystery,paraplegic,suicide attempt,cheating
512,Star Trek: The Motion Picture,,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",24.616634,United States of America,1979-12-06,139000000,132.0,English,6.2,530,Science Fiction,Adventure,Mystery,artificial intelligence,uss enterprise,starfleet
513,21,http://www.sonypictures.com/movies/21/,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",45.149948,United States of America,2008-03-27,69823199,123.0,English,6.5,1375,Drama,Crime,,gambling,card game,professor
514,Guess Who,,"The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law.",3.74263,United States of America,2005-03-25,68915888,105.0,Français,5.5,225,Comedy,Romance,,black people,jealousy,parents-in-law
516,Species,,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",23.607071,United States of America,1995-07-07,113374103,108.0,English,5.5,453,Science Fiction,Horror,Action,telepathy,dna,paranoia
520,Underworld: Rise of the Lycans,,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",51.927471,United States of America,2009-01-22,91353501,92.0,English,6.2,1428,Fantasy,Action,Adventure,prison,underworld,slavery
521,Donnie Brasco,,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,40.370442,United States of America,1997-02-27,41954997,127.0,日本語,7.4,1147,Crime,Drama,Thriller,undercover,colombia,mafia
525,Queen of the Damned,,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence he has now become this generations new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He want's immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen want's him for her King. Who will be the first to reach him? Who shall win?",11.644243,Australia,2002-02-10,45479110,101.0,English,5.4,239,Drama,Fantasy,Horror,queen,rock star,secret society
540,Step Up Revolution,,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",29.775441,United States of America,2012-07-26,140470746,99.0,English,6.7,663,Music,Drama,Romance,flash mob,dance instructor,real estate development
541,Safe,http://www.safethefilm.com/,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",31.92695,United States of America,2012-04-16,40346186,94.0,English,6.3,799,Action,Crime,Thriller,broken trachea,,
542,Elf,,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",16.901954,United States of America,2003-10-09,173398518,97.0,English,6.4,987,Comedy,Family,Fantasy,holiday,elves,santa claus
546,Alive,,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",14.48851,United States of America,1993-01-15,36733909,120.0,English,6.7,374,Action,Adventure,Drama,rugby,stranded,survival
548,Flight,http://www.paramount.com/flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",42.213765,United States of America,2012-11-02,161772375,138.0,English,6.5,2415,Drama,,,confession,airplane,f word
553,The Vow,,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",26.780961,United States of America,2012-02-05,196114570,104.0,English,7.0,1293,Drama,Romance,,coma,amnesia,based on true story
555,The Addams Family,,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",37.179547,United States of America,1991-11-22,191502426,99.0,English,6.7,848,Horror,Comedy,Fantasy,dead wish,vampire,black humor
566,Star Trek V: The Final Frontier,,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,19.578249,United States of America,1989-06-09,70200000,107.0,English,5.6,376,Science Fiction,Action,Adventure,federation,starfleet,uss enterprise-a
572,The Age of Adaline,http://theageofadalinemovie.com,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",82.052056,United States of America,2015-04-16,65663276,112.0,English,7.4,1990,Fantasy,Drama,Romance,san francisco,immortality,love
573,30 Days of Night,http://www.30daysofnight.com/,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",33.394082,New Zealand,2007-10-17,75505973,113.0,English,6.2,767,Horror,Thriller,,sunrise,winter,vampire
584,Ultraviolet,http://www.sonypictures.com/movies/ultraviolet/,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",15.89534,United States of America,2006-03-03,31070211,87.0,English,4.8,458,Science Fiction,Action,Thriller,skyscraper,vampire,victim
586,The Cave,,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",10.756266,Germany,2005-08-25,15007991,97.0,Český,5.1,202,Action,Adventure,Horror,fall,burned alive,violence
588,The Last Stand,http://www.thelaststandfilm.com,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",43.882857,United States of America,2013-01-12,0,107.0,English,5.7,1266,Action,Crime,Thriller,sheriff,small town,hostage
597,Florence Foster Jenkins,http://www.florencefosterjenkinsmovie.com/,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.",19.237254,United Kingdom,2016-05-06,48902953,110.0,English,6.6,392,Comedy,Drama,,opera,biography,singing false
603,30 Minutes or Less,http://30minutesorless.com/,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",25.039383,United States of America,2011-08-11,40547440,83.0,English,5.6,531,Action,Adventure,Comedy,pizza delivery,adventure,pizza boy
610,Star Trek VI: The Undiscovered Country,,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",16.188572,United States of America,1991-12-05,96900000,113.0,English,6.7,413,Science Fiction,Action,Adventure,farewell,federation,starfleet
611,Kiss the Girls,,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",18.913,United States of America,1997-10-03,60527873,115.0,English,6.2,345,Drama,Mystery,Thriller,washington d.c.,covered investigation,investigation
622,Flatliners,,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",24.114459,United States of America,1990-08-09,61489265,115.0,English,6.3,404,Drama,Horror,Science Fiction,life and death,afterlife,swing
626,Clockstoppers,,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",5.894163,United States of America,2002-03-17,38793283,94.0,Český,4.9,89,Adventure,Family,Science Fiction,time,airplane,youth
628,New Year's Eve,,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,21.219292,United States of America,2011-12-08,142044638,118.0,English,5.7,718,Comedy,Romance,,new year's eve,illustrator,caterer
638,The Untouchables,,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",38.272889,United States of America,1987-06-02,76270454,119.0,English,7.6,1384,Crime,Drama,History,white suit,al capone,tough cop
653,Kingpin,,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.",17.329269,United States of America,1996-07-04,25023434,113.0,English,6.7,244,Comedy,,,sport,handicap,sexual favor
664,The Box,http://thebox-movie.warnerbros.com/,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",21.606001,United States of America,2009-09-17,33333531,115.0,English,5.4,597,Thriller,Science Fiction,,experiment,homicide,key
666,My Soul to Take,,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,7.001176,United States of America,2010-10-08,19829957,107.0,English,5.2,147,Drama,Horror,Mystery,soul,serial killer,slasher
672,The 33,,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",10.699952,United States of America,2015-08-06,24902723,120.0,Español,6.0,378,Drama,History,,mining,chile,based on true story
673,The Possession,http://www.thepossessionmovie.com/,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",21.680424,United States of America,2012-08-30,85446075,92.0,English,5.8,498,Horror,Thriller,,,,
675,Star Trek IV: The Voyage Home,,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!",22.258428,United States of America,1986-11-25,133000000,119.0,English,6.9,477,Science Fiction,Adventure,,saving the world,san francisco,uss enterprise-a
678,Footloose,,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.",25.03414,United States of America,1984-02-17,80035402,107.0,English,6.4,505,Drama,Family,Music,dancing,dancer,dance
702,Underworld,http://www.sonypictures.com/movies/underworld/site/main.html,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",81.829237,Germany,2003-09-19,95708457,121.0,English,6.6,2512,Fantasy,Action,Thriller,budapest,subway,love of one's life
705,The Glass House,,"After the parents of Ruby and her younger brother, Rhett, are killed in a car crash, their parents' best friends, Erin and Terry Glass, become their guardians. The children hear promises of a world of opulence and California fun -- all they have to do is move into the Glasses' gated house. Before very long, though, Ruby suspects that Erin and Terry may not be the ideal guardians they seemed to be.",9.448517,United States of America,2001-09-14,23619609,106.0,Español,5.4,201,Drama,Thriller,,california,brother sister relationship,loss of parents
724,Are We There Yet?,,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.",13.590677,United States of America,2005-01-20,97918663,95.0,English,5.2,221,Adventure,Comedy,Family,car journey,macho,road trip
729,12 Years a Slave,,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",95.9229,United States of America,2013-10-18,187000000,134.0,English,7.9,3674,Drama,History,,whip,kidnapping,slavery
730,Edward Scissorhands,,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,47.51363,United States of America,1990-12-05,53000000,105.0,English,7.5,3601,Fantasy,Drama,Romance,underdog,love at first sight,hairdresser
745,High Fidelity,,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",23.982956,United Kingdom,2000-03-17,47126295,113.0,Dansk,7.0,628,Comedy,Drama,Romance,chicago,music record,rock and roll
750,Alpha and Omega,http://alphaandomega3d.com/index.html,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",12.300789,United States of America,2010-09-17,39300000,88.0,English,5.3,124,Family,Animation,,wolf,arranged marriage,forbidden love
752,To Die For,,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",12.309715,United States of America,1995-05-20,21284514,106.0,English,6.7,175,Fantasy,Drama,Comedy,adultery,winter,obsession
771,Equilibrium,,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",44.566609,United States of America,2002-12-06,5359645,107.0,English,6.9,1552,Action,Science Fiction,Thriller,resistance,fascism,totalitarian regime
778,Just Married,,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",18.47518,Germany,2003-01-09,101564935,95.0,English,5.3,404,Comedy,,,venice,france,prison
788,Star Trek III: The Search for Spock,,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,15.314027,United States of America,1984-05-31,87000000,105.0,English,6.4,434,Science Fiction,Action,Adventure,,,
791,Diary of a Wimpy Kid: Rodrick Rules,http://www.diaryofawimpykidmovie.com/,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",14.329891,United States of America,2011-03-25,72417394,99.0,English,6.3,238,Family,Comedy,,based on novel,middle school,
793,Under the Tuscan Sun,,"After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.",12.309718,Italy,2003-04-30,0,113.0,Český,6.4,172,Comedy,Drama,Romance,depression,toscana,recreation
